time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.559524,0.0310,-0.0170,-0.0490,0.060
5.561259,0.0310,-0.0100,-0.0490,0.059
5.564319,0.0280,-0.0260,-0.0680,0.078
5.566238,0.0330,-0.0240,-0.0350,0.054
5.570018,0.0040,-0.0240,-0.0160,0.029
5.571333,0.0080,-0.0190,-0.0110,0.023
5.573836,0.0030,-0.0090,0.0400,0.041
5.576265,0.0290,-0.0310,0.0210,0.047
5.582030,0.0220,-0.0400,0.0830,0.095
5.582824,0.0460,-0.0450,0.1210,0.137
5.583942,0.0880,-0.0400,0.1250,0.158
5.586722,0.1260,-0.0690,0.1250,0.190
5.591619,0.1400,-0.0570,0.0890,0.175
5.592300,0.1660,-0.0850,0.0740,0.201
5.594042,0.1820,-0.0590,0.0640,0.202
5.597368,0.1820,-0.0490,0.0550,0.196
5.599898,0.1810,-0.1020,0.0410,0.212
5.601835,0.1640,-0.0950,-0.0200,0.191
5.604075,0.1160,-0.0540,-0.0390,0.134
5.606866,0.0850,-0.0830,-0.0770,0.142
5.609787,0.0590,-0.0620,-0.0840,0.120
5.612745,-0.0090,-0.0880,-0.0910,0.127
5.614368,-0.0180,-0.0480,-0.2810,0.286
5.616972,-0.1280,-0.0380,-0.4480,0.467
5.619809,-0.1990,-0.0070,-0.5810,0.614
5.621521,-0.2510,-0.0100,-0.5750,0.627
5.624341,-0.2720,0.0270,-0.4860,0.558
5.626883,-0.2590,0.0130,-0.4020,0.478
5.629319,-0.2160,0.0220,-0.2700,0.346
5.631777,-0.1370,-0.0240,-0.0940,0.168
5.634888,-0.0200,0.0150,0.0480,0.054
5.637095,0.0570,0.0010,0.2160,0.223
5.639821,0.1350,-0.0090,0.2910,0.321
5.641624,0.2270,-0.0040,0.4330,0.489
5.644210,0.2310,0.0050,0.4650,0.519
5.646910,0.2810,0.0050,0.5330,0.603
5.649383,0.2890,-0.0080,0.5410,0.613
5.651748,0.2670,0.0040,0.5430,0.605
5.654830,0.2590,0.0180,0.5040,0.567
5.656706,0.2330,-0.0210,0.4110,0.473
5.659407,0.2160,-0.0160,0.4170,0.470
5.661542,0.1630,-0.0040,0.3090,0.349
5.664119,0.1390,0.0090,0.2700,0.304
5.667066,0.0560,0.0070,0.1720,0.181
5.669353,0.0230,0.0170,0.1140,0.118
5.671657,-0.0330,0.0260,0.0400,0.058
5.674092,-0.0970,0.0210,0.0100,0.100
5.676671,-0.1270,0.0310,-0.0440,0.138
5.679735,-0.1600,0.0020,-0.0770,0.178
5.681724,-0.1830,0.0230,-0.0840,0.203
5.684141,-0.1830,-0.0020,-0.1070,0.212
5.686632,-0.1460,0.0000,-0.0950,0.174
5.691101,-0.0910,-0.0310,-0.1210,0.155
5.692098,-0.0170,0.0130,-0.1130,0.115
5.694434,0.0540,-0.0270,-0.1200,0.134
5.696866,0.0770,-0.0360,-0.0960,0.128
5.699292,0.1320,-0.0530,-0.0930,0.170
5.701989,0.1620,-0.0650,-0.1100,0.206
5.704243,0.2070,-0.1010,-0.0660,0.240
5.706736,0.2350,-0.0390,-0.1090,0.262
5.709197,0.2160,-0.0290,-0.0660,0.228
5.712003,0.1790,-0.0550,-0.0740,0.201
